Player,Season,Age,Team,G,GS,AV,Pos
Kelvin Benjamin,2017,26,"BUF,CAR",14,14,6,WR
Travis Benjamin,2017,28,LAC,16,3,6,WR
Martavis Bryant,2017,26,PIT,15,8,6,WR
Randall Cobb,2017,27,GNB,15,14,6,WR
Keelan Cole,2017,24,JAX,16,6,6,WR
Amari Cooper,2017,23,OAK,14,12,6,WR
Jamison Crowder,2017,24,WAS,15,6,6,WR
Jermaine Kearse,2017,27,NYJ,16,14,6,WR
Marqise Lee,2017,26,JAX,14,14,6,WR
Tyler Lockett,2017,25,SEA,16,8,6,WR
Paul Richardson,2017,25,SEA,16,13,6,WR
Kenny Stills,2017,25,MIA,16,16,6,WR
Sammy Watkins,2017,24,LAR,15,14,6,WR
Terrance Williams,2017,28,DAL,16,14,6,WR
Tyrell Williams,2017,25,LAC,16,15,6,WR
Michael Crabtree,2017,30,OAK,14,14,5,WR
Eric Decker,2017,30,TEN,16,8,5,WR
Chris Hogan,2017,30,NWE,9,7,5,WR
Adam Humphries,2017,24,TAM,16,3,5,WR
DeSean Jackson,2017,31,TAM,14,13,5,WR
Brandon LaFell,2017,31,CIN,16,15,5,WR
DeVante Parker,2017,24,MIA,13,12,5,WR
Sterling Shepard,2017,24,NYG,11,10,5,WR
Deonte Thompson,2017,28,"BUF,CHI",16,10,5,WR
Albert Wilson,2017,25,KAN,13,7,5,WR
Kendall Wright,2017,28,CHI,16,4,5,WR
Brandon Coleman,2017,25,NOR,16,6,4,WR
Josh Doctson,2017,25,WAS,16,14,4,WR
Taylor Gabriel,2017,26,ATL,16,4,4,WR
Pierre Garcon,2017,31,SFO,8,8,4,WR
Chris Godwin,2017,21,TAM,16,2,4,WR
Kenny Golladay,2017,24,DET,11,5,4,WR
Ryan Grant,2017,27,WAS,16,7,4,WR
Allen Hurns,2017,26,JAX,10,8,4,WR
T.J. Jones,2017,25,DET,14,6,4,WR
Jeremy Maclin,2017,29,BAL,12,12,4,WR
JJ Nelson,2017,25,ARI,16,5,4,WR
Jordy Nelson,2017,32,GNB,15,15,4,WR
Seth Roberts,2017,26,OAK,15,7,4,WR
Emmanuel Sanders,2017,30,DEN,12,11,4,WR
Torrey Smith,2017,28,PHI,16,14,4,WR
Tavon Austin,2017,27,LAR,16,9,3,WR
Cole Beasley,2017,28,DAL,15,4,3,WR
Josh Bellamy,2017,28,CHI,15,7,3,WR
Jaron Brown,2017,27,ARI,16,8,3,WR
Brice Butler,2017,27,DAL,13,0,3,WR
Michael Campanaro,2017,26,BAL,13,0,3,WR
Corey Davis,2017,22,TEN,11,9,3,WR
Bruce Ellington,2017,26,HOU,11,6,3,WR
Will Fuller,2017,23,HOU,10,10,3,WR
Dontrelle Inman,2017,28,"CHI,LAC",12,7,3,WR
Zay Jones,2017,22,BUF,15,10,3,WR
Roger Lewis,2017,24,NYG,15,8,3,WR
Jordan Matthews,2017,25,BUF,10,7,3,WR
J.D. McKissic,2017,24,SEA,13,1,3,WR
Donte Moncrief,2017,24,IND,12,8,3,WR
Cordarrelle Patterson,2017,26,OAK,16,2,3,WR
Chester Rogers,2017,23,IND,11,4,3,WR
Trent Taylor,2017,23,SFO,15,1,3,WR
Dede Westbrook,2017,24,JAX,7,5,3,WR
Geronimo Allison,2017,23,GNB,15,2,2,WR
Odell Beckham Jr.,2017,25,NYG,4,2,2,WR
Kendrick Bourne,2017,22,SFO,11,0,2,WR
Tyler Boyd,2017,23,CIN,10,1,2,WR
John Brown,2017,27,ARI,10,5,2,WR
Damiere Byrd,2017,24,CAR,8,3,2,WR
Kaelin Clay,2017,25,"BUF,CAR",13,2,2,WR
Corey Coleman,2017,23,CLE,9,8,2,WR
Chris Conley,2017,25,KAN,5,5,2,WR
Pharoh Cooper,2017,22,LAR,16,1,2,WR
Phillip Dorsett,2017,24,NWE,15,2,2,WR
Alex Erickson,2017,25,CIN,16,0,2,WR
Bennie Fowler,2017,26,DEN,16,4,2,WR
Josh Gordon,2017,26,CLE,5,5,2,WR
Jakeem Grant,2017,25,MIA,16,0,2,WR
Justin Hardy,2017,26,ATL,16,1,2,WR
Rashard Higgins,2017,23,CLE,15,4,2,WR
Mack Hollins,2017,24,PHI,16,0,2,WR
Johnny Holton,2017,27,OAK,16,1,2,WR
Jeremy Kerley,2017,29,NYJ,8,2,2,WR
Tavarres King,2017,27,NYG,8,3,2,WR
Cody Latimer,2017,25,DEN,11,1,2,WR
Ricardo Louis,2017,23,CLE,16,9,2,WR
Jaydon Mickens,2017,23,JAX,10,0,2,WR
Chris Moore,2017,24,BAL,13,4,2,WR
Terrelle Pryor,2017,28,WAS,9,2,2,WR
Aldrick Robinson,2017,29,SFO,16,1,2,WR
Demarcus Robinson,2017,23,KAN,16,8,2,WR
Russell Shepard,2017,27,CAR,15,3,2,WR
Taywan Taylor,2017,22,TEN,16,4,2,WR
Laquon Treadwell,2017,22,MIN,16,7,2,WR
Jarius Wright,2017,28,MIN,16,0,2,WR
Kamar Aiken,2017,28,IND,15,7,1,WR
Brenton Bersin,2017,27,CAR,8,1,1,WR
Kenny Britt,2017,29,"CLE,NWE",12,4,1,WR
Daniel Brown,2017,25,CHI,14,2,1,WR
Leonte Carroo,2017,23,MIA,14,0,1,WR
Amara Darboh,2017,23,SEA,16,0,1,WR
Trevor Davis,2017,24,GNB,16,0,1,WR
Michael Floyd,2017,28,MIN,11,1,1,WR
D.J. Foster,2017,24,ARI,7,0,1,WR
Brittan Golden,2017,29,ARI,13,0,1,WR
Marvin Hall,2017,24,ATL,8,0,1,WR
Chad Hansen,2017,22,NYJ,15,1,1,WR
Justin Hardee,2017,23,NOR,14,0,1,WR
Darrius Heyward-Bey,2017,30,PIT,16,0,1,WR
Andre Holmes,2017,29,BUF,14,2,1,WR
Tommylee Lewis,2017,25,NOR,15,0,1,WR
Josh Malone,2017,21,CIN,11,7,1,WR
Brandon Marshall,2017,33,NYG,5,5,1,WR
Freddie Martino,2017,26,TAM,8,0,1,WR
Tre McBride,2017,25,CHI,8,3,1,WR
Braxton Miller,2017,25,HOU,11,3,1,WR
Louis Murphy,2017,30,SFO,7,7,1,WR
Breshad Perriman,2017,24,BAL,11,3,1,WR
Brian Quick,2017,28,WAS,11,1,1,WR
Josh Reynolds,2017,22,LAR,16,1,1,WR
Eli Rogers,2017,25,PIT,14,4,1,WR
Travis Rudolph,2017,22,NYG,7,1,1,WR
Curtis Samuel,2017,21,CAR,9,4,1,WR
Ricky Seals-Jones,2017,22,ARI,10,1,1,WR
Willie Snead,2017,25,NOR,11,7,1,WR
Neal Sterling,2017,25,NYJ,11,1,1,WR
ArDarius Stewart,2017,24,NYJ,15,2,1,WR
Ryan Switzer,2017,23,DAL,16,0,1,WR
Brandon Tate,2017,30,BUF,13,1,1,WR
Jordan Taylor,2017,25,DEN,10,2,1,WR
Chris Thompson,2017,23,HOU,13,0,1,WR
Mike Thomas,2017,23,LAR,8,1,1,WR
Bryce Treggs,2017,23,CLE,6,1,1,WR
Brandon Williams,2017,30,IND,14,10,1,WR
Kasen Williams,2017,25,CLE,7,2,1,WR
Mike Williams,2017,23,LAC,10,1,1,WR
Jared Abbrederis,2017,27,DET,7,0,0,WR
Quincy Adeboyejo,2017,22,BAL,1,0,0,WR
Arrelious Benn,2017,29,JAX,9,0,0,WR
Jace Billingsley,2017,24,DET,2,0,0,WR
Victor Bolden,2017,22,SFO,9,0,0,WR
Quan Bray,2017,24,IND,9,0,0,WR
K.J. Brent,2017,24,IND,5,0,0,WR
Noah Brown,2017,21,DAL,13,1,0,WR
Marquis Bundy,2017,23,NYG,1,1,0,WR
Austin Carr,2017,24,NOR,1,0,0,WR
Jehu Chesson,2017,24,KAN,12,1,0,WR
Michael Clark,2017,22,GNB,2,0,0,WR
Sammie Coates,2017,24,CLE,12,1,0,WR
Stacy Coley,2017,23,MIN,4,0,0,WR
Cody Core,2017,23,CIN,13,0,0,WR
Geremy Davis,2017,25,LAC,2,0,0,WR
Robert Davis,2017,22,WAS,1,0,0,WR
Harry Douglas,2017,33,TEN,2,0,0,WR
Ed Eagan,2017,24,NYG,4,0,0,WR
Mose Frazier,2017,24,CAR,1,0,0,WR
Shelton Gibson,2017,23,PHI,5,0,0,WR
Cobi Hamilton,2017,27,HOU,3,1,0,WR
Dwayne Harris,2017,30,NYG,5,0,0,WR
Maurice Harris,2017,25,WAS,6,0,0,WR
Matt Hazel,2017,25,IND,4,0,0,WR
Krishawn Hogan,2017,22,IND,2,0,0,WR
Justin Hunter,2017,26,PIT,7,1,0,WR
Jeff Janis,2017,26,GNB,16,0,0,WR
Marcus Johnson,2017,23,PHI,10,0,0,WR
Andy Jones,2017,23,"DET,HOU",3,0,0,WR
Marcus Kemp,2017,22,KAN,1,0,0,WR
Lance Lenoir,2017,22,DAL,1,0,0,WR
Jordan Leslie,2017,26,CLE,2,0,0,WR
Bradley Marquez,2017,25,DET,1,0,0,WR
Tyreek Hill,2018,24,KAN,16,16,18,WR
Michael Thomas,2018,25,NOR,16,16,16,WR
Julio Jones,2018,29,ATL,16,16,14,WR
Robert Woods,2018,26,LAR,16,16,14,WR
Brandin Cooks,2018,25,LAR,16,16,13,WR
DeAndre Hopkins,2018,26,HOU,16,16,13,WR
Keenan Allen,2018,26,LAC,16,14,12,WR
T.Y. Hilton,2018,29,IND,14,14,12,WR
Mike Evans,2018,25,TAM,16,16,11,WR
JuJu Smith-Schuster,2018,22,PIT,16,13,11,WR
Adam Thielen,2018,28,MIN,16,16,11,WR
Davante Adams,2018,26,GNB,15,15,10,WR
Tyler Boyd,2018,24,CIN,14,14,10,WR
Antonio Brown,2018,30,PIT,15,15,10,WR
Tyler Lockett,2018,26,SEA,16,14,10,WR
Odell Beckham Jr.,2018,26,NYG,12,12,9,WR
Julian Edelman,2018,32,NWE,12,12,9,WR
Amari Cooper,2018,24,"DAL,OAK",15,15,8,WR
Stefon Diggs,2018,25,MIN,15,14,8,WR
Kenny Golladay,2018,25,DET,15,13,8,WR
Jarvis Landry,2018,26,CLE,16,14,8,WR
D.J. Moore,2018,21,CAR,16,10,8,WR
Corey Davis,2018,23,TEN,16,16,7,WR
Taylor Gabriel,2018,27,CHI,16,11,7,WR
Josh Gordon,2018,27,"CLE,NWE",12,12,7,WR
Calvin Ridley,2018,24,ATL,16,5,7,WR
Allen Robinson,2018,25,CHI,13,12,7,WR
Emmanuel Sanders,2018,31,DEN,12,12,7,WR
Mohamed Sanu,2018,29,ATL,16,16,7,WR
Sterling Shepard,2018,25,NYG,16,16,7,WR
Nelson Agholor,2018,25,PHI,16,16,6,WR
Chosen Anderson,2018,25,NYJ,14,9,6,WR
Doug Baldwin,2018,30,SEA,13,13,6,WR
Cole Beasley,2018,29,DAL,16,4,6,WR
John Brown,2018,28,BAL,16,15,6,WR
Chris Godwin,2018,22,TAM,16,5,6,WR
A.J. Green,2018,30,CIN,9,9,6,WR
Adam Humphries,2018,25,TAM,16,10,6,WR
DeSean Jackson,2018,32,TAM,12,10,6,WR
Alshon Jeffery,2018,28,PHI,13,13,6,WR
Cooper Kupp,2018,25,LAR,8,8,6,WR
Jordy Nelson,2018,33,OAK,15,14,6,WR
Willie Snead,2018,26,BAL,16,10,6,WR
Golden Tate,2018,30,"DET,PHI",15,7,6,WR
Sammy Watkins,2018,25,KAN,10,9,6,WR
Dede Westbrook,2018,25,JAX,16,9,6,WR
Mike Williams,2018,24,LAC,16,5,6,WR
Tyrell Williams,2018,26,LAC,16,10,6,WR
Michael Crabtree,2018,31,BAL,16,16,5,WR
Mike Davis,2018,25,SEA,15,2,5,WR
Larry Fitzgerald,2018,35,ARI,16,16,5,WR
Devin Funchess,2018,24,CAR,14,12,5,WR
Chris Hogan,2018,31,NWE,16,7,5,WR
Zay Jones,2018,23,BUF,16,15,5,WR
Cordarrelle Patterson,2018,27,NWE,15,5,5,WR
Chester Rogers,2018,24,IND,16,10,5,WR
Curtis Samuel,2018,22,CAR,13,8,5,WR
Tre'Quan Smith,2018,22,NOR,15,7,5,WR
Courtland Sutton,2018,23,DEN,16,9,5,WR
Demaryius Thomas,2018,31,"DEN,HOU",15,15,5,WR
Danny Amendola,2018,33,MIA,15,15,4,WR
Kendrick Bourne,2018,23,SFO,16,8,4,WR
Antonio Callaway,2018,21,CLE,16,11,4,WR
Chris Conley,2018,26,KAN,16,13,4,WR
Josh Doctson,2018,26,WAS,15,12,4,WR
Quincy Enunwa,2018,26,NYJ,11,10,4,WR
Robert Foster,2018,24,BUF,13,3,4,WR
Will Fuller,2018,24,HOU,7,7,4,WR
Michael Gallup,2018,22,DAL,16,8,4,WR
Jakeem Grant,2018,26,MIA,10,2,4,WR
Rashard Higgins,2018,24,CLE,13,1,4,WR
Marvin Jones,2018,28,DET,9,9,4,WR
Christian Kirk,2018,22,ARI,12,7,4,WR
Anthony Miller,2018,24,CHI,15,4,4,WR
Donte Moncrief,2018,25,JAX,16,14,4,WR
David Moore,2018,23,SEA,16,7,4,WR
Dante Pettis,2018,23,SFO,12,7,4,WR
Josh Reynolds,2018,23,LAR,16,8,4,WR
Seth Roberts,2018,27,OAK,15,7,4,WR
Kenny Stills,2018,26,MIA,15,15,4,WR
Taywan Taylor,2018,23,TEN,13,5,4,WR
Marquez Valdes-Scantling,2018,24,GNB,16,10,4,WR
Jarius Wright,2018,29,CAR,16,6,4,WR
Randall Cobb,2018,28,GNB,9,6,3,WR
Keelan Cole,2018,25,JAX,16,11,3,WR
Jamison Crowder,2018,25,WAS,9,7,3,WR
Phillip Dorsett,2018,25,NWE,16,2,3,WR
Ted Ginn Jr.,2018,33,NOR,5,3,3,WR
Marquise Goodwin,2018,28,SFO,11,8,3,WR
Ryan Grant,2018,28,IND,14,10,3,WR
Allen Hurns,2018,27,DAL,16,7,3,WR
Dontrelle Inman,2018,29,IND,9,4,3,WR
Jermaine Kearse,2018,28,NYJ,14,9,3,WR
Ty Montgomery,2018,25,"GNB,BAL",13,0,3,WR
Zach Pascal,2018,24,IND,16,4,3,WR
Andre Roberts,2018,30,NYJ,16,1,3,WR
Demarcus Robinson,2018,24,KAN,16,5,3,WR
Tajae Sharpe,2018,24,TEN,16,13,3,WR
Albert Wilson,2018,26,MIA,7,3,3,WR
Geronimo Allison,2018,24,GNB,5,4,2,WR
Dan Arnold,2018,23,NOR,10,1,2,WR
Tavon Austin,2018,28,DAL,7,0,2,WR
Kelvin Benjamin,2018,27,"BUF,KAN",15,10,2,WR
Travis Benjamin,2018,29,LAC,12,3,2,WR
Jaron Brown,2018,28,SEA,16,2,2,WR
Martavis Bryant,2018,27,OAK,8,2,2,WR
DeAndre Carter,2018,25,"HOU,PHI",14,4,2,WR
Keke Coutee,2018,21,HOU,6,2,2,WR
Bruce Ellington,2018,27,"DET,HOU",7,3,2,WR
Alex Erickson,2018,26,CIN,16,6,2,WR
Bennie Fowler,2018,27,NYG,10,5,2,WR
Pierre Garcon,2018,32,SFO,8,8,2,WR
DaeSean Hamilton,2018,23,DEN,14,5,2,WR
Maurice Harris,2018,26,WAS,12,7,2,WR
Richie James,2018,23,SFO,13,2,2,WR
Darius Jennings,2018,26,TEN,16,0,2,WR
Keith Kirkwood,2018,24,NOR,8,1,2,WR
Jordan Matthews,2018,26,PHI,14,3,2,WR
Isaiah McKenzie,2018,23,"BUF,DEN",8,1,2,WR
Chris Moore,2018,25,BAL,16,0,2,WR
DeVante Parker,2018,25,MIA,11,7,2,WR
Tim Patrick,2018,25,DEN,16,4,2,WR
Breshad Perriman,2018,25,CLE,10,2,2,WR
Terrelle Pryor,2018,29,"BUF,NYJ",8,1,2,WR
Paul Richardson,2018,26,WAS,7,4,2,WR
Aldrick Robinson,2018,30,MIN,14,0,2,WR
John Ross,2018,23,CIN,13,10,2,WR
Torrey Smith,2018,29,CAR,11,6,2,WR
Equanimeous St. Brown,2018,22,GNB,12,7,2,WR
Ryan Switzer,2018,24,PIT,16,1,2,WR
Trent Taylor,2018,24,SFO,14,0,2,WR
Laquon Treadwell,2018,23,MIN,15,7,2,WR
James Washington,2018,22,PIT,14,6,2,WR
Marcell Ateman,2018,24,OAK,7,6,1,WR
Cameron Batson,2018,23,TEN,11,2,1,WR
Josh Bellamy,2018,29,CHI,16,2,1,WR
Deontay Burnett,2018,21,NYJ,5,1,1,WR
Austin Carr,2018,25,NOR,14,2,1,WR
Leonte Carroo,2018,24,MIA,9,0,1,WR
DJ Chark,2018,22,JAX,11,0,1,WR
Corey Coleman,2018,24,NYG,8,1,1,WR
Cody Core,2018,24,CIN,14,3,1,WR
Michael Floyd,2018,29,WAS,13,3,1,WR
Russell Gage,2018,22,ATL,15,0,1,WR
Marvin Hall,2018,25,ATL,16,0,1,WR
Justin Hardy,2018,27,ATL,16,0,1,WR
Justin Hardee,2018,24,NOR,16,0,1,WR
Dwayne Harris,2018,31,OAK,15,1,1,WR
Andre Holmes,2018,30,"BUF,DEN",15,3,1,WR
Marcus Johnson,2018,24,IND,5,0,1,WR
Andy Jones,2018,24,DET,8,3,1,WR
T.J. Jones,2018,26,DET,15,3,1,WR
Jake Kumerow,2018,26,GNB,5,2,1,WR
Brandon LaFell,2018,32,OAK,6,5,1,WR
Cody Latimer,2018,26,NYG,6,2,1,WR
Tommylee Lewis,2018,26,NOR,7,3,1,WR
Brandon Marshall,2018,34,SEA,7,2,1,WR
Cameron Meredith,2018,26,NOR,6,1,1,WR
Niles Paul,2018,29,JAX,6,1,1,WR
Brandon Powell,2018,23,DET,6,1,1,WR
Trey Quinn,2018,23,WAS,3,2,1,WR
Damion Ratley,2018,23,CLE,13,3,1,WR
Eli Rogers,2018,26,PIT,3,3,1,WR
Russell Shepard,2018,28,NYG,12,0,1,WR
Trent Sherfield,2018,22,ARI,13,2,1,WR
Vyncint Smith,2018,22,HOU,7,1,1,WR
Deonte Thompson,2018,29,"BUF,DAL",13,6,1,WR
Darren Waller,2018,26,OAK,4,0,1,WR
Kevin White,2018,26,CHI,9,0,1,WR
Chad Williams,2018,24,ARI,10,7,1,WR
Kamar Aiken,2018,29,PHI,5,1,0,WR
Chad Beebe,2018,24,MIN,3,0,0,WR
Saeed Blacknall,2018,22,OAK,1,0,0,WR
Victor Bolden,2018,23,"BUF,SFO",6,0,0,WR
Daniel Brown,2018,26,CHI,14,0,0,WR
Noah Brown,2018,22,DAL,8,2,0,WR
Deante Burton,2018,24,"ATL,HOU",3,0,0,WR
Brice Butler,2018,28,"DAL,MIA",8,1,0,WR
Damiere Byrd,2018,25,CAR,8,0,0,WR
Jehu Chesson,2018,25,WAS,12,0,0,WR
Kaelin Clay,2018,26,NYG,2,0,0,WR
Sammie Coates,2018,25,HOU,12,0,0,WR
Stacy Coley,2018,24,"MIN,NYG",3,0,0,WR
Pharoh Cooper,2018,23,"ARI,LAR",7,0,0,WR
River Cracraft,2018,24,DEN,8,0,0,WR
Geremy Davis,2018,26,LAC,14,0,0,WR
Jawill Davis,2018,23,NYG,7,0,0,WR
Trevor Davis,2018,25,GNB,2,0,0,WR
Gehrig Dieter,2018,25,KAN,4,0,0,WR
Steven Dunbar,2018,23,SFO,1,0,0,WR
Malachi Dupre,2018,23,ARI,1,0,0,WR
Isaiah Ford,2018,22,MIA,1,0,0,WR
Daurice Fountain,2018,23,IND,1,0,0,WR
Mose Frazier,2018,25,CAR,1,0,0,WR
Shelton Gibson,2018,24,PHI,15,0,0,WR
Janarion Grant,2018,25,BAL,2,0,0,WR
Rashad Greene,2018,26,JAX,8,1,0,WR
Keon Hatcher,2018,24,OAK,3,0,0,WR
Quadree Henderson,2018,22,NYG,5,0,0,WR
Darrius Heyward-Bey,2018,31,PIT,14,2,0,WR
Michael Thomas,2019,26,NOR,16,15,17,WR
Stefon Diggs,2019,26,MIN,15,15,13,WR
DeAndre Hopkins,2019,27,HOU,15,15,11,WR
Julio Jones,2019,30,ATL,15,15,11,WR
Keenan Allen,2019,27,LAC,16,16,10,WR
A.J. Brown,2019,22,TEN,16,11,10,WR
Julian Edelman,2019,33,NWE,16,13,10,WR
Chris Godwin,2019,23,TAM,14,14,10,WR
Jarvis Landry,2019,27,CLE,16,16,10,WR
Deebo Samuel,2019,23,SFO,15,11,10,WR
Davante Adams,2019,27,GNB,12,12,9,WR
Odell Beckham Jr.,2019,27,CLE,16,15,9,WR
John Brown,2019,29,BUF,15,15,9,WR
Amari Cooper,2019,25,DAL,16,16,9,WR
Mike Evans,2019,26,TAM,13,13,9,WR
Michael Gallup,2019,23,DAL,14,12,9,WR
Kenny Golladay,2019,26,DET,16,16,9,WR
Tyreek Hill,2019,25,KAN,12,12,9,WR
Cooper Kupp,2019,26,LAR,16,14,9,WR
Tyler Lockett,2019,27,SEA,16,16,9,WR
DeVante Parker,2019,26,MIA,16,14,9,WR
Allen Robinson,2019,26,CHI,16,15,9,WR
Courtland Sutton,2019,24,DEN,16,14,9,WR
Robert Woods,2019,27,LAR,15,15,9,WR
Marquise Brown,2019,22,BAL,14,11,8,WR
D.K. Metcalf,2019,22,SEA,16,15,8,WR
D.J. Moore,2019,22,CAR,15,15,8,WR
Emmanuel Sanders,2019,32,"DEN,SFO",17,16,8,WR
Mike Williams,2019,25,LAC,15,15,8,WR
Tyler Boyd,2019,25,CIN,16,15,7,WR
DJ Chark,2019,23,JAX,15,14,7,WR
Randall Cobb,2019,29,DAL,15,6,7,WR
Larry Fitzgerald,2019,36,ARI,16,16,7,WR
Mecole Hardman,2019,21,KAN,16,5,7,WR
Christian Kirk,2019,23,ARI,13,13,7,WR
Terry McLaurin,2019,24,WAS,14,14,7,WR
Calvin Ridley,2019,25,ATL,13,10,7,WR
Sammy Watkins,2019,26,KAN,14,13,7,WR
Cole Beasley,2019,30,BUF,15,10,6,WR
Chris Conley,2019,27,JAX,16,14,6,WR
Will Fuller,2019,25,HOU,11,11,6,WR
Diontae Johnson,2019,23,PIT,16,12,6,WR
Marvin Jones,2019,29,DET,13,11,6,WR
Zach Pascal,2019,25,IND,16,13,6,WR
Darius Slayton,2019,22,NYG,14,9,6,WR
Danny Amendola,2019,34,DET,15,10,5,WR
Chosen Anderson,2019,26,NYJ,16,15,5,WR
Brandin Cooks,2019,26,LAR,14,14,5,WR
Jamison Crowder,2019,26,NYJ,16,12,5,WR
Anthony Miller,2019,25,CHI,16,7,5,WR
Breshad Perriman,2019,26,TAM,14,4,5,WR
Demarcus Robinson,2019,25,KAN,16,10,5,WR
Curtis Samuel,2019,23,CAR,16,15,5,WR
Mohamed Sanu,2019,30,"ATL,NWE",15,12,5,WR
Sterling Shepard,2019,26,NYG,10,10,5,WR
Kenny Stills,2019,27,HOU,13,5,5,WR
Golden Tate,2019,31,NYG,11,10,5,WR
Adam Thielen,2019,29,MIN,10,10,5,WR
James Washington,2019,23,PIT,15,10,5,WR
Dede Westbrook,2019,26,JAX,15,11,5,WR
Tyrell Williams,2019,27,OAK,14,12,5,WR
Kendrick Bourne,2019,24,SFO,16,0,4,WR
Alex Erickson,2019,27,CIN,16,6,4,WR
Russell Gage,2019,23,ATL,16,4,4,WR
Ted Ginn Jr.,2019,34,NOR,16,9,4,WR
Taysom Hill,2019,29,NOR,16,5,4,WR
T.Y. Hilton,2019,30,IND,10,10,4,WR
Alshon Jeffery,2019,29,PHI,10,10,4,WR
Allen Lazard,2019,24,GNB,16,3,4,WR
Hunter Renfrow,2019,24,OAK,13,4,4,WR
Seth Roberts,2019,28,BAL,16,0,4,WR
Steven Sims,2019,22,WAS,16,2,4,WR
JuJu Smith-Schuster,2019,23,PIT,12,12,4,WR
Willie Snead,2019,27,BAL,16,11,4,WR
Auden Tate,2019,22,CIN,12,10,4,WR
Marquez Valdes-Scantling,2019,25,GNB,16,10,4,WR
Nelson Agholor,2019,26,PHI,11,10,3,WR
Geronimo Allison,2019,25,GNB,16,6,3,WR
Miles Boykin,2019,23,BAL,16,11,3,WR
Damiere Byrd,2019,26,ARI,11,3,3,WR
Keelan Cole,2019,26,JAX,16,1,3,WR
Phillip Dorsett,2019,26,NWE,14,4,3,WR
Taylor Gabriel,2019,28,CHI,9,7,3,WR
Josh Gordon,2019,28,"NWE,SEA",11,7,3,WR
Kelvin Harmon,2019,23,WAS,16,8,3,WR
Adam Humphries,2019,26,TEN,12,3,3,WR
Allen Hurns,2019,28,MIA,14,7,3,WR
Olabisi Johnson,2019,22,MIN,16,6,3,WR
J.D. McKissic,2019,26,DET,16,3,3,WR
Jakobi Meyers,2019,23,NWE,15,1,3,WR
David Moore,2019,24,SEA,14,1,3,WR
Josh Reynolds,2019,24,LAR,16,2,3,WR
John Ross,2019,24,CIN,8,8,3,WR
Tajae Sharpe,2019,25,TEN,15,6,3,WR
Demaryius Thomas,2019,32,NYJ,11,10,3,WR
Preston Williams,2019,22,MIA,8,7,3,WR
Albert Wilson,2019,27,MIA,13,4,3,WR
Tavon Austin,2019,29,DAL,14,0,2,WR
Jaron Brown,2019,29,SEA,14,4,2,WR
DeAndre Carter,2019,26,HOU,16,3,2,WR
Pharoh Cooper,2019,24,"CIN,ARI",13,1,2,WR
Keke Coutee,2019,22,HOU,9,4,2,WR
Isaiah Ford,2019,23,MIA,8,0,2,WR
Bennie Fowler,2019,28,NYG,8,2,2,WR
Marquise Goodwin,2019,29,SFO,9,6,2,WR
Jakeem Grant,2019,27,MIA,10,2,2,WR
Marvin Hall,2019,26,DET,9,0,2,WR
DaeSean Hamilton,2019,24,DEN,16,2,2,WR
Justin Hardy,2019,28,ATL,16,1,2,WR
Andy Isabella,2019,23,ARI,15,1,2,WR
Richie James,2019,24,SFO,16,1,2,WR
KeeSean Johnson,2019,23,ARI,10,4,2,WR
Marcus Johnson,2019,25,IND,8,6,2,WR
Zay Jones,2019,24,"BUF,OAK",15,9,2,WR
Jake Kumerow,2019,27,GNB,14,4,2,WR
Cody Latimer,2019,27,NYG,15,10,2,WR
Isaiah McKenzie,2019,24,BUF,15,8,2,WR
Scott Miller,2019,22,TAM,10,2,2,WR
Tim Patrick,2019,26,DEN,8,2,2,WR
Cordarrelle Patterson,2019,28,CHI,16,4,2,WR
Byron Pringle,2019,26,KAN,16,0,2,WR
Damion Ratley,2019,24,CLE,13,3,2,WR
Paul Richardson,2019,27,WAS,10,6,2,WR
Chester Rogers,2019,25,IND,12,6,2,WR
Ricky Seals-Jones,2019,24,CLE,14,3,2,WR
Tre'Quan Smith,2019,23,NOR,11,6,2,WR
Vyncint Smith,2019,23,NYJ,13,4,2,WR
Laquon Treadwell,2019,24,MIN,13,1,2,WR
Malik Turner,2019,23,SEA,15,3,2,WR
Delanie Walker,2019,35,TEN,7,4,2,WR
Greg Ward,2019,24,PHI,7,3,2,WR
Jarius Wright,2019,30,CAR,16,9,2,WR
JJ Arcega-Whiteside,2019,22,PHI,16,5,1,WR
Dan Arnold,2019,24,"ARI,NOR",5,1,1,WR
Marcell Ateman,2019,25,OAK,11,0,1,WR
Chad Beebe,2019,25,MIN,3,0,1,WR
Braxton Berrios,2019,24,NYJ,16,0,1,WR
Christian Blake,2019,23,ATL,9,3,1,WR
Antonio Brown,2019,31,NWE,1,0,1,WR
Deon Cain,2019,23,"IND,PIT",13,6,1,WR
Antonio Callaway,2019,22,CLE,4,2,1,WR
Parris Campbell,2019,22,IND,7,3,1,WR
Trevor Davis,2019,26,"GNB,MIA,OAK",14,4,1,WR
Keelan Doss,2019,23,OAK,8,2,1,WR
Robert Foster,2019,25,BUF,13,2,1,WR
Justin Hardee,2019,25,NOR,16,0,1,WR
Deonte Harty,2019,22,NOR,14,1,1,WR
N'Keal Harry,2019,22,NWE,7,5,1,WR
KhaDarel Hodge,2019,24,CLE,16,1,1,WR
Mack Hollins,2019,26,"MIA,PHI",16,3,1,WR
Jesper Horsted,2019,22,CHI,6,1,1,WR
Dontrelle Inman,2019,30,"IND,LAC",7,1,1,WR
DeSean Jackson,2019,33,PHI,3,3,1,WR
